District,Date,LPC,CPC,NDP,GPC
Ottawa South,2024-07-07,38%,36%,19%,5%
Ottawa South,2024-07-07,38%,36%,19%,5%
Ottawa Vanier Gloucester,2024-05-01,38%,29%,24%,6%
Ottawa Vanier Gloucester,2024-07-01,38%,28%,25%,6%
Ottawa Vanier Gloucester,2024-09-01,38%,28%,25%,6%
Ottawa Vanier Gloucester,2024-11-01,40%,28%,24%,6%
Ottawa Vanier Gloucester,2025-01-01,39%,28%,25%,6%
Ottawa Vanier Gloucester,2025-03-01,39%,28%,24%,6%
Ottawa Vanier Gloucester,2025-05-01,40%,27%,25%,6%
Ottawa Vanier Gloucester,2025-07-01,39%,27%,26%,6%
Ottawa Vanier Gloucester,2025-09-01,38%,28%,25%,5%
Ottawa Vanier Gloucester,2025-11-01,39%,28%,24%,5%
Ottawa Vanier Gloucester,2024-05-12,39%,28%,24%,5%
Ottawa Vanier Gloucester,2024-05-12,38%,28%,24%,5%
Ottawa Vanier Gloucester,2024-05-19,38%,28%,24%,5%
Ottawa Vanier Gloucester,2024-05-19,38%,27%,25%,6%
Ottawa Vanier Gloucester,2024-05-26,38%,28%,25%,6%
Ottawa Vanier Gloucester,2024-05-26,39%,27%,25%,6%
Ottawa Vanier Gloucester,2024-06-02,40%,26%,24%,6%
Ottawa Vanier Gloucester,2024-06-02,40%,27%,23%,6%
Ottawa Vanier Gloucester,2024-06-09,39%,28%,23%,6%
Ottawa Vanier Gloucester,2024-06-09,39%,29%,22%,6%
Ottawa Vanier Gloucester,2024-06-16,38%,30%,22%,6%
Ottawa Vanier Gloucester,2024-06-16,38%,30%,23%,6%
Ottawa Vanier Gloucester,2024-06-23,37%,30%,23%,6%
Ottawa Vanier Gloucester,2024-06-23,37%,30%,23%,6%
Ottawa Vanier Gloucester,2024-06-30,37%,29%,23%,6%
Ottawa Vanier Gloucester,2024-06-30,37%,29%,24%,6%
Ottawa Vanier Gloucester,2024-07-07,37%,29%,24%,6%
Ottawa Vanier Gloucester,2024-07-07,38%,29%,24%,6%
Ottawa West Nepean,2024-05-01,34%,37%,20%,6%
Ottawa West Nepean,2024-07-01,35%,36%,21%,5%
Ottawa West Nepean,2024-09-01,35%,36%,21%,6%
Ottawa West Nepean,2024-11-01,36%,36%,21%,5%
Ottawa West Nepean,2025-01-01,36%,36%,21%,6%
Ottawa West Nepean,2025-03-01,36%,35%,21%,6%
Ottawa West Nepean,2025-05-01,36%,35%,21%,6%
Ottawa West Nepean,2025-07-01,35%,35%,22%,6%
Ottawa West Nepean,2025-09-01,35%,36%,21%,5%
Ottawa West Nepean,2025-11-01,35%,35%,21%,5%
Ottawa West Nepean,2024-05-12,35%,36%,21%,5%
Ottawa West Nepean,2024-05-12,35%,36%,21%,5%
Ottawa West Nepean,2024-05-19,35%,36%,21%,5%
Ottawa West Nepean,2024-05-19,34%,35%,22%,5%
Ottawa West Nepean,2024-05-26,34%,35%,21%,5%
Ottawa West Nepean,2024-05-26,35%,35%,21%,5%
Ottawa West Nepean,2024-06-02,36%,34%,21%,5%
Ottawa West Nepean,2024-06-02,36%,35%,20%,6%
Ottawa West Nepean,2024-06-09,35%,35%,20%,6%
Ottawa West Nepean,2024-06-09,35%,37%,19%,6%
Ottawa West Nepean,2024-06-16,34%,38%,19%,6%
Ottawa West Nepean,2024-06-16,33%,38%,19%,6%
Ottawa West Nepean,2024-06-23,32%,38%,20%,6%
Ottawa West Nepean,2024-06-23,33%,38%,20%,6%
Ottawa West Nepean,2024-06-30,33%,37%,20%,6%
Ottawa West Nepean,2024-06-30,33%,37%,20%,6%
Ottawa West Nepean,2024-07-07,33%,37%,21%,6%
Ottawa West Nepean,2024-07-07,34%,37%,20%,6%
Oxford,2024-05-01,11%,59%,18%,6%
Oxford,2024-07-01,11%,60%,18%,5%
Oxford,2024-09-01,12%,60%,18%,5%
Oxford,2024-11-01,12%,59%,18%,5%
Oxford,2025-01-01,12%,59%,18%,5%
Oxford,2025-03-01,12%,59%,18%,5%
Oxford,2025-05-01,12%,58%,19%,5%
Oxford,2025-07-01,11%,58%,20%,5%
Oxford,2025-09-01,11%,59%,19%,5%
Oxford,2025-11-01,11%,58%,18%,5%
Oxford,2024-05-12,11%,59%,18%,5%
Oxford,2024-05-12,11%,59%,18%,5%
Oxford,2024-05-19,11%,59%,18%,5%
Oxford,2024-05-19,11%,58%,19%,5%
Oxford,2024-05-26,11%,58%,19%,5%
Oxford,2024-05-26,11%,57%,19%,5%
Oxford,2024-06-02,12%,57%,19%,5%
Oxford,2024-06-02,11%,58%,18%,6%
Oxford,2024-06-09,11%,58%,18%,6%
Oxford,2024-06-09,11%,59%,17%,6%
Oxford,2024-06-16,11%,60%,17%,6%
Oxford,2024-06-16,10%,60%,17%,6%
Oxford,2024-06-23,10%,60%,17%,6%
Oxford,2024-06-23,10%,59%,17%,6%
Oxford,2024-06-30,10%,59%,18%,6%
Oxford,2024-06-30,10%,59%,18%,6%
Oxford,2024-07-07,10%,58%,18%,6%
Oxford,2024-07-07,11%,59%,18%,6%
Parry Sound Muskoka,2024-05-01,9%,60%,16%,11%
Parry Sound Muskoka,2024-07-01,10%,59%,15%,13%
Parry Sound Muskoka,2024-09-01,10%,59%,15%,13%
Parry Sound Muskoka,2024-11-01,10%,59%,15%,13%
Parry Sound Muskoka,2025-01-01,10%,58%,15%,13%
Parry Sound Muskoka,2025-03-01,10%,58%,15%,14%
Parry Sound Muskoka,2025-05-01,10%,58%,16%,14%
Parry Sound Muskoka,2025-07-01,10%,58%,16%,14%
Parry Sound Muskoka,2025-09-01,10%,60%,16%,10%
Parry Sound Muskoka,2025-11-01,10%,60%,16%,10%
Parry Sound Muskoka,2024-05-12,10%,60%,16%,10%
Parry Sound Muskoka,2024-05-12,10%,60%,16%,10%
Parry Sound Muskoka,2024-05-19,10%,60%,16%,10%
Parry Sound Muskoka,2024-05-19,10%,59%,16%,10%
Parry Sound Muskoka,2024-05-26,10%,59%,16%,10%
Parry Sound Muskoka,2024-05-26,10%,59%,16%,11%
Parry Sound Muskoka,2024-06-02,10%,58%,16%,11%
Parry Sound Muskoka,2024-06-02,10%,59%,15%,11%
Parry Sound Muskoka,2024-06-09,10%,59%,15%,11%
Parry Sound Muskoka,2024-06-09,9%,60%,14%,12%
Parry Sound Muskoka,2024-06-16,9%,61%,14%,11%
Parry Sound Muskoka,2024-06-16,9%,61%,14%,11%
Parry Sound Muskoka,2024-06-23,9%,61%,15%,11%
Parry Sound Muskoka,2024-06-23,9%,61%,15%,11%
Parry Sound Muskoka,2024-06-30,9%,60%,15%,11%
Parry Sound Muskoka,2024-06-30,9%,60%,15%,12%
Parry Sound Muskoka,2024-07-07,9%,59%,15%,12%
Parry Sound Muskoka,2024-07-07,9%,60%,16%,11%
Peterborough,2024-05-01,21%,52%,19%,5%
Peterborough,2024-07-01,22%,52%,19%,4%
Peterborough,2024-09-01,22%,52%,19%,5%
Peterborough,2024-11-01,23%,51%,19%,4%
Peterborough,2025-01-01,23%,51%,20%,5%
Peterborough,2025-03-01,23%,51%,19%,5%
Peterborough,2025-05-01,23%,50%,20%,5%
Peterborough,2025-07-01,22%,50%,21%,5%
Peterborough,2025-09-01,22%,51%,20%,4%
Peterborough,2025-11-01,22%,51%,19%,4%
Peterborough,2024-05-12,22%,51%,19%,4%
Peterborough,2024-05-12,22%,51%,19%,4%
Peterborough,2024-05-19,22%,51%,19%,4%
Peterborough,2024-05-19,22%,50%,20%,4%
Peterborough,2024-05-26,22%,50%,20%,4%
Peterborough,2024-05-26,22%,50%,20%,4%
Peterborough,2024-06-02,23%,49%,19%,5%
Peterborough,2024-06-02,23%,50%,18%,5%
Peterborough,2024-06-09,22%,51%,19%,5%
Peterborough,2024-06-09,22%,52%,18%,5%
Peterborough,2024-06-16,21%,53%,17%,5%
Peterborough,2024-06-16,21%,53%,18%,5%
Peterborough,2024-06-23,20%,54%,18%,5%
Peterborough,2024-06-23,21%,53%,18%,5%
Peterborough,2024-06-30,21%,52%,18%,5%
Peterborough,2024-06-30,21%,52%,19%,5%
Peterborough,2024-07-07,21%,52%,19%,5%
Peterborough,2024-07-07,21%,52%,19%,5%
Prescott Russell Cumberland,2024-05-01,36%,42%,12%,4%
Prescott Russell Cumberland,2024-07-01,37%,43%,12%,4%
Prescott Russell Cumberland,2024-09-01,37%,43%,12%,4%
Prescott Russell Cumberland,2024-11-01,38%,42%,11%,4%
Prescott Russell Cumberland,2025-01-01,38%,42%,12%,4%
Prescott Russell Cumberland,2025-03-01,38%,42%,11%,4%
Prescott Russell Cumberland,2025-05-01,39%,41%,12%,4%
Prescott Russell Cumberland,2025-07-01,37%,41%,13%,4%
Prescott Russell Cumberland,2025-09-01,37%,42%,12%,4%
Prescott Russell Cumberland,2025-11-01,37%,41%,12%,4%
Prescott Russell Cumberland,2024-05-12,37%,42%,12%,4%
Prescott Russell Cumberland,2024-05-12,37%,42%,12%,4%
Prescott Russell Cumberland,2024-05-19,37%,42%,12%,4%
Prescott Russell Cumberland,2024-05-19,36%,41%,12%,4%
Prescott Russell Cumberland,2024-05-26,36%,41%,12%,4%
Prescott Russell Cumberland,2024-05-26,37%,41%,12%,4%
Prescott Russell Cumberland,2024-06-02,38%,40%,12%,4%
Prescott Russell Cumberland,2024-06-02,38%,40%,11%,4%
Prescott Russell Cumberland,2024-06-09,37%,41%,11%,4%
Prescott Russell Cumberland,2024-06-09,37%,42%,11%,4%
Prescott Russell Cumberland,2024-06-16,36%,43%,11%,4%
Prescott Russell Cumberland,2024-06-16,35%,44%,11%,4%
Prescott Russell Cumberland,2024-06-23,34%,44%,12%,4%
Prescott Russell Cumberland,2024-06-23,35%,43%,12%,4%
Prescott Russell Cumberland,2024-06-30,35%,43%,12%,4%
Prescott Russell Cumberland,2024-06-30,35%,43%,12%,4%
Prescott Russell Cumberland,2024-07-07,35%,42%,12%,4%
Prescott Russell Cumberland,2024-07-07,36%,42%,12%,4%
Sarnia Lambton Bkejwanong,2024-05-01,10%,59%,20%,3%
Sarnia Lambton Bkejwanong,2024-07-01,11%,60%,21%,3%
Sarnia Lambton Bkejwanong,2024-09-01,11%,60%,21%,3%
Sarnia Lambton Bkejwanong,2024-11-01,11%,60%,20%,3%
Sarnia Lambton Bkejwanong,2025-01-01,11%,59%,21%,3%
Sarnia Lambton Bkejwanong,2025-03-01,11%,59%,21%,3%
Sarnia Lambton Bkejwanong,2025-05-01,11%,58%,22%,3%
Sarnia Lambton Bkejwanong,2025-07-01,10%,58%,22%,3%
Sarnia Lambton Bkejwanong,2025-09-01,10%,59%,21%,3%
Sarnia Lambton Bkejwanong,2025-11-01,10%,59%,21%,3%
Sarnia Lambton Bkejwanong,2024-05-12,10%,59%,21%,3%
Sarnia Lambton Bkejwanong,2024-05-12,10%,59%,21%,3%
Sarnia Lambton Bkejwanong,2024-05-19,10%,59%,21%,3%
Sarnia Lambton Bkejwanong,2024-05-19,10%,58%,22%,3%
Sarnia Lambton Bkejwanong,2024-05-26,10%,58%,21%,3%
Sarnia Lambton Bkejwanong,2024-05-26,10%,58%,21%,3%
Sarnia Lambton Bkejwanong,2024-06-02,11%,57%,21%,3%
Sarnia Lambton Bkejwanong,2024-06-02,10%,59%,20%,3%
Sarnia Lambton Bkejwanong,2024-06-09,10%,59%,20%,4%
Sarnia Lambton Bkejwanong,2024-06-09,10%,60%,19%,4%
Sarnia Lambton Bkejwanong,2024-06-16,10%,61%,19%,3%
Sarnia Lambton Bkejwanong,2024-06-16,10%,61%,19%,3%
Sarnia Lambton Bkejwanong,2024-06-23,9%,61%,19%,3%
Sarnia Lambton Bkejwanong,2024-06-23,9%,60%,20%,3%
Sarnia Lambton Bkejwanong,2024-06-30,10%,60%,20%,3%
Sarnia Lambton Bkejwanong,2024-06-30,10%,59%,20%,4%
Sarnia Lambton Bkejwanong,2024-07-07,10%,59%,20%,4%
Sarnia Lambton Bkejwanong,2024-07-07,10%,59%,20%,3%
Scarborough Agincourt,2024-05-01,42%,41%,12%,4%
Scarborough Agincourt,2024-07-01,45%,39%,11%,4%
Scarborough Agincourt,2024-09-01,45%,39%,11%,4%
Scarborough Agincourt,2024-11-01,46%,38%,11%,4%
Scarborough Agincourt,2025-01-01,46%,38%,11%,4%
Scarborough Agincourt,2025-03-01,46%,38%,11%,4%
Scarborough Agincourt,2025-05-01,47%,37%,11%,4%
Scarborough Agincourt,2025-07-01,45%,37%,12%,4%
Scarborough Agincourt,2025-09-01,42%,41%,10%,3%
Scarborough Agincourt,2025-11-01,43%,41%,10%,3%
Scarborough Agincourt,2024-05-12,42%,41%,10%,3%
Scarborough Agincourt,2024-05-12,42%,42%,10%,3%
Scarborough Agincourt,2024-05-19,42%,42%,10%,3%
Scarborough Agincourt,2024-05-19,42%,41%,11%,4%
Scarborough Agincourt,2024-05-26,42%,41%,11%,4%
Scarborough Agincourt,2024-05-26,43%,41%,10%,4%
Scarborough Agincourt,2024-06-02,44%,40%,10%,4%
Scarborough Agincourt,2024-06-02,44%,40%,10%,4%
Scarborough Agincourt,2024-06-09,43%,41%,10%,4%
Scarborough Agincourt,2024-06-09,42%,42%,9%,4%
Scarborough Agincourt,2024-06-16,42%,43%,9%,4%
Scarborough Agincourt,2024-06-16,41%,43%,10%,4%
Scarborough Agincourt,2024-06-23,40%,43%,11%,4%
Scarborough Agincourt,2024-06-23,41%,42%,11%,4%
Scarborough Agincourt,2024-06-30,41%,41%,12%,4%
Scarborough Agincourt,2024-06-30,41%,41%,12%,4%
Scarborough Agincourt,2024-07-07,41%,41%,12%,4%
Scarborough Agincourt,2024-07-07,42%,41%,12%,4%
Scarborough Southwest,2024-05-01,45%,30%,17%,5%
Scarborough Southwest,2024-07-01,47%,29%,18%,5%
Scarborough Southwest,2024-09-01,47%,29%,18%,5%
Scarborough Southwest,2024-11-01,48%,28%,17%,4%
Scarborough Southwest,2025-01-01,48%,28%,18%,5%
Scarborough Southwest,2025-03-01,48%,28%,17%,5%
Scarborough Southwest,2025-05-01,48%,27%,18%,5%
Scarborough Southwest,2025-07-01,47%,28%,19%,5%
Scarborough Southwest,2025-09-01,46%,31%,16%,4%
Scarborough Southwest,2025-11-01,46%,31%,16%,4%
Scarborough Southwest,2024-05-12,46%,31%,16%,4%
Scarborough Southwest,2024-05-12,46%,31%,16%,4%
Scarborough Southwest,2024-05-19,46%,31%,16%,4%
Scarborough Southwest,2024-05-19,45%,31%,16%,4%
Scarborough Southwest,2024-05-26,45%,31%,16%,4%
Scarborough Southwest,2024-05-26,46%,30%,16%,4%
Scarborough Southwest,2024-06-02,47%,29%,16%,5%
Scarborough Southwest,2024-06-02,48%,30%,15%,5%
Scarborough Southwest,2024-06-09,47%,30%,15%,5%
Scarborough Southwest,2024-06-09,46%,32%,14%,5%
Scarborough Southwest,2024-06-16,46%,33%,14%,5%
Scarborough Southwest,2024-06-16,45%,32%,15%,5%
Scarborough Southwest,2024-06-23,43%,32%,17%,5%
Scarborough Southwest,2024-06-23,44%,31%,17%,5%
Scarborough Southwest,2024-06-30,44%,31%,17%,5%
Scarborough Southwest,2024-06-30,44%,31%,17%,5%
Scarborough Southwest,2024-07-07,44%,30%,18%,5%
Scarborough Southwest,2024-07-07,45%,30%,17%,5%
Simcoe Grey,2024-05-01,16%,59%,13%,7%
Simcoe Grey,2024-07-01,16%,60%,13%,8%
Simcoe Grey,2024-09-01,17%,60%,13%,8%
Simcoe Grey,2024-11-01,17%,59%,13%,8%
Simcoe Grey,2025-01-01,17%,59%,13%,8%
Simcoe Grey,2025-03-01,17%,59%,13%,8%
Simcoe Grey,2025-05-01,17%,58%,13%,8%
Simcoe Grey,2025-07-01,16%,58%,14%,8%
Simcoe Grey,2025-09-01,16%,59%,13%,6%
Simcoe Grey,2025-11-01,17%,59%,13%,6%
Simcoe Grey,2024-05-12,16%,59%,13%,6%
Simcoe Grey,2024-05-12,16%,59%,13%,6%
Simcoe Grey,2024-05-19,16%,59%,13%,6%
Simcoe Grey,2024-05-19,16%,58%,14%,7%
Simcoe Grey,2024-05-26,16%,58%,14%,7%
Simcoe Grey,2024-05-26,17%,58%,14%,7%
Simcoe Grey,2024-06-02,17%,57%,14%,7%
Simcoe Grey,2024-06-02,17%,58%,13%,7%
Simcoe Grey,2024-06-09,16%,58%,13%,7%
Simcoe Grey,2024-06-09,16%,59%,12%,7%
Simcoe Grey,2024-06-16,16%,60%,12%,7%
Simcoe Grey,2024-06-16,15%,60%,12%,7%
Simcoe Grey,2024-06-23,15%,61%,13%,7%
Simcoe Grey,2024-06-23,15%,60%,13%,7%
Simcoe Grey,2024-06-30,16%,59%,13%,7%
Simcoe Grey,2024-06-30,16%,59%,13%,7%
Simcoe Grey,2024-07-07,16%,59%,13%,7%
Simcoe Grey,2024-07-07,16%,59%,13%,7%
Simcoe North,2024-05-01,18%,55%,16%,6%
Simcoe North,2024-07-01,19%,55%,16%,6%
Simcoe North,2024-09-01,19%,55%,16%,6%
Simcoe North,2024-11-01,20%,54%,16%,6%
Simcoe North,2025-01-01,20%,54%,16%,6%
Simcoe North,2025-03-01,20%,54%,16%,6%
Simcoe North,2025-05-01,20%,53%,17%,6%
Simcoe North,2025-07-01,19%,54%,17%,6%
Simcoe North,2025-09-01,19%,54%,16%,5%
Simcoe North,2025-11-01,19%,54%,16%,6%
Simcoe North,2024-05-12,19%,54%,16%,6%
Simcoe North,2024-05-12,19%,54%,16%,6%
Simcoe North,2024-05-19,19%,54%,16%,6%
Simcoe North,2024-05-19,18%,54%,17%,6%
Simcoe North,2024-05-26,18%,54%,17%,6%
Simcoe North,2024-05-26,19%,53%,17%,6%
Simcoe North,2024-06-02,20%,52%,16%,6%
Simcoe North,2024-06-02,20%,53%,15%,6%
Simcoe North,2024-06-09,19%,54%,15%,6%
Simcoe North,2024-06-09,19%,55%,15%,6%
Simcoe North,2024-06-16,18%,56%,14%,6%
Simcoe North,2024-06-16,18%,56%,15%,6%
Simcoe North,2024-06-23,17%,56%,15%,6%
Simcoe North,2024-06-23,18%,56%,15%,6%
Simcoe North,2024-06-30,18%,55%,15%,6%
Simcoe North,2024-06-30,18%,55%,16%,6%
Simcoe North,2024-07-07,18%,54%,16%,6%
Simcoe North,2024-07-07,18%,55%,16%,6%
Spadina Harbourfront,2024-05-01,28%,31%,33%,6%
Spadina Harbourfront,2024-07-01,28%,29%,36%,6%
Spadina Harbourfront,2024-09-01,28%,29%,35%,6%
Spadina Harbourfront,2024-11-01,29%,29%,35%,6%
Spadina Harbourfront,2025-01-01,28%,29%,36%,6%
Spadina Harbourfront,2025-03-01,29%,29%,35%,6%
Spadina Harbourfront,2025-05-01,29%,28%,36%,6%
Spadina Harbourfront,2025-07-01,28%,28%,37%,6%
Spadina Harbourfront,2025-09-01,29%,32%,31%,6%
Spadina Harbourfront,2025-11-01,29%,32%,31%,6%
Spadina Harbourfront,2024-05-12,29%,32%,31%,6%
Spadina Harbourfront,2024-05-12,29%,32%,31%,6%
Spadina Harbourfront,2024-05-19,29%,32%,31%,6%
Spadina Harbourfront,2024-05-19,28%,31%,32%,6%
Spadina Harbourfront,2024-05-26,28%,31%,32%,6%
Spadina Harbourfront,2024-05-26,29%,31%,32%,6%
Spadina Harbourfront,2024-06-02,30%,30%,31%,6%
Spadina Harbourfront,2024-06-02,30%,31%,30%,6%
Spadina Harbourfront,2024-06-09,29%,32%,30%,6%
Spadina Harbourfront,2024-06-09,29%,33%,29%,7%
Spadina Harbourfront,2024-06-16,28%,34%,28%,7%
Spadina Harbourfront,2024-06-16,27%,33%,30%,6%
Spadina Harbourfront,2024-06-23,26%,33%,32%,6%
Spadina Harbourfront,2024-06-23,27%,32%,32%,6%
Spadina Harbourfront,2024-06-30,27%,31%,33%,6%
Spadina Harbourfront,2024-06-30,27%,31%,33%,6%
Spadina Harbourfront,2024-07-07,27%,31%,33%,6%
Spadina Harbourfront,2024-07-07,28%,31%,33%,6%
St. Catharines,2024-05-01,28%,42%,21%,4%
St. Catharines,2024-07-01,29%,42%,23%,4%
St. Catharines,2024-09-01,29%,42%,22%,4%
St. Catharines,2024-11-01,30%,41%,22%,4%
St. Catharines,2025-01-01,29%,41%,22%,4%
St. Catharines,2025-03-01,30%,41%,22%,4%
St. Catharines,2025-05-01,30%,40%,23%,4%
St. Catharines,2025-07-01,29%,41%,24%,4%
St. Catharines,2025-09-01,28%,41%,22%,3%
St. Catharines,2025-11-01,29%,41%,22%,4%
St. Catharines,2024-05-12,29%,41%,22%,4%
St. Catharines,2024-05-12,28%,42%,22%,4%
St. Catharines,2024-05-19,28%,42%,22%,4%
St. Catharines,2024-05-19,28%,41%,23%,4%
St. Catharines,2024-05-26,28%,41%,23%,4%
St. Catharines,2024-05-26,29%,40%,22%,4%
St. Catharines,2024-06-02,30%,40%,22%,4%
St. Catharines,2024-06-02,30%,41%,21%,4%
St. Catharines,2024-06-09,29%,41%,21%,4%
St. Catharines,2024-06-09,28%,43%,20%,4%
St. Catharines,2024-06-16,28%,44%,20%,4%
St. Catharines,2024-06-16,27%,44%,20%,4%
St. Catharines,2024-06-23,27%,44%,21%,4%
St. Catharines,2024-06-23,27%,43%,21%,4%
St. Catharines,2024-06-30,27%,43%,21%,4%
St. Catharines,2024-06-30,27%,43%,21%,4%
St. Catharines,2024-07-07,27%,42%,22%,4%
St. Catharines,2024-07-07,28%,42%,21%,4%
Stormont Dundas Glengarry,2024-05-01,13%,66%,11%,5%
Stormont Dundas Glengarry,2024-07-01,14%,67%,11%,5%
Stormont Dundas Glengarry,2024-09-01,14%,67%,10%,5%
Stormont Dundas Glengarry,2024-11-01,15%,67%,10%,4%
Stormont Dundas Glengarry,2025-01-01,15%,66%,11%,5%
Stormont Dundas Glengarry,2025-03-01,15%,66%,11%,5%
Stormont Dundas Glengarry,2025-05-01,15%,66%,11%,5%
Stormont Dundas Glengarry,2025-07-01,14%,66%,12%,5%
Stormont Dundas Glengarry,2025-09-01,14%,66%,11%,4%
Stormont Dundas Glengarry,2025-11-01,14%,66%,11%,4%
Stormont Dundas Glengarry,2024-05-12,14%,66%,11%,4%
Stormont Dundas Glengarry,2024-05-12,14%,66%,11%,4%
Stormont Dundas Glengarry,2024-05-19,14%,66%,11%,4%
Stormont Dundas Glengarry,2024-05-19,14%,65%,12%,5%
Stormont Dundas Glengarry,2024-05-26,14%,65%,11%,5%
Stormont Dundas Glengarry,2024-05-26,14%,65%,11%,5%
Stormont Dundas Glengarry,2024-06-02,15%,64%,11%,5%
Stormont Dundas Glengarry,2024-06-02,14%,65%,11%,5%
Stormont Dundas Glengarry,2024-06-09,14%,65%,11%,5%
Stormont Dundas Glengarry,2024-06-09,14%,66%,10%,5%
Stormont Dundas Glengarry,2024-06-16,13%,67%,10%,5%
Stormont Dundas Glengarry,2024-06-16,13%,67%,10%,5%
Stormont Dundas Glengarry,2024-06-23,13%,67%,10%,5%
Stormont Dundas Glengarry,2024-06-23,13%,67%,11%,5%
Stormont Dundas Glengarry,2024-06-30,13%,66%,11%,5%
Stormont Dundas Glengarry,2024-06-30,13%,66%,11%,5%
Stormont Dundas Glengarry,2024-07-07,13%,66%,11%,5%
Stormont Dundas Glengarry,2024-07-07,13%,66%,11%,5%
Sudbury,2024-05-01,26%,37%,28%,4%
Sudbury,2024-07-01,26%,37%,30%,4%
Sudbury,2024-09-01,26%,37%,30%,4%
Sudbury,2024-11-01,27%,36%,30%,4%
Sudbury,2025-01-01,27%,36%,30%,4%
Sudbury,2025-03-01,27%,36%,30%,4%
Sudbury,2025-05-01,27%,35%,31%,4%
Sudbury,2025-07-01,26%,35%,31%,4%
Sudbury,2025-09-01,26%,36%,30%,4%
Sudbury,2025-11-01,26%,36%,30%,4%
Sudbury,2024-05-12,26%,36%,29%,4%
Sudbury,2024-05-12,26%,36%,29%,4%
Sudbury,2024-05-19,26%,36%,29%,4%
Sudbury,2024-05-19,25%,36%,31%,4%
Sudbury,2024-05-26,26%,36%,30%,4%
Sudbury,2024-05-26,26%,35%,30%,4%
Sudbury,2024-06-02,27%,35%,30%,4%
Sudbury,2024-06-02,27%,36%,28%,4%
Sudbury,2024-06-09,27%,36%,28%,4%
Sudbury,2024-06-09,26%,38%,27%,4%
Sudbury,2024-06-16,26%,39%,27%,4%
Sudbury,2024-06-16,25%,39%,27%,4%
Sudbury,2024-06-23,24%,39%,28%,4%
Sudbury,2024-06-23,25%,38%,28%,4%
Sudbury,2024-06-30,25%,38%,28%,4%
Sudbury,2024-06-30,25%,37%,29%,4%
Sudbury,2024-07-07,25%,37%,29%,4%
Sudbury,2024-07-07,26%,37%,28%,4%
Sudbury East Manitoulin Nickel Belt,2024-05-01,23%,37%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-07-01,24%,36%,32%,4%
Sudbury East Manitoulin Nickel Belt,2024-09-01,24%,36%,32%,4%
Sudbury East Manitoulin Nickel Belt,2024-11-01,25%,36%,32%,4%
Sudbury East Manitoulin Nickel Belt,2025-01-01,24%,35%,32%,4%
Sudbury East Manitoulin Nickel Belt,2025-03-01,25%,35%,32%,4%
Sudbury East Manitoulin Nickel Belt,2025-05-01,25%,35%,33%,4%
Sudbury East Manitoulin Nickel Belt,2025-07-01,24%,35%,33%,4%
Sudbury East Manitoulin Nickel Belt,2025-09-01,24%,36%,32%,3%
Sudbury East Manitoulin Nickel Belt,2025-11-01,24%,35%,32%,3%
Sudbury East Manitoulin Nickel Belt,2024-05-12,24%,36%,31%,3%
Sudbury East Manitoulin Nickel Belt,2024-05-12,24%,36%,31%,3%
Sudbury East Manitoulin Nickel Belt,2024-05-19,24%,36%,31%,3%
Sudbury East Manitoulin Nickel Belt,2024-05-19,23%,35%,33%,3%
Sudbury East Manitoulin Nickel Belt,2024-05-26,23%,35%,32%,4%
Sudbury East Manitoulin Nickel Belt,2024-05-26,24%,35%,32%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-02,25%,34%,31%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-02,25%,35%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-09,24%,36%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-09,24%,37%,29%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-16,23%,38%,29%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-16,23%,38%,29%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-23,22%,39%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-23,23%,38%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-30,23%,37%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-06-30,23%,37%,30%,4%
Sudbury East Manitoulin Nickel Belt,2024-07-07,23%,37%,31%,4%
Sudbury East Manitoulin Nickel Belt,2024-07-07,23%,37%,30%,4%
Taiaiako’n Parkdale High Park,2024-05-01,35%,21%,37%,4%
Taiaiako’n Parkdale High Park,2024-07-01,33%,20%,41%,4%
Taiaiako’n Parkdale High Park,2024-09-01,33%,20%,41%,4%
Taiaiako’n Parkdale High Park,2024-11-01,34%,20%,40%,4%
Taiaiako’n Parkdale High Park,2025-01-01,34%,19%,41%,4%
Taiaiako’n Parkdale High Park,2025-03-01,34%,19%,41%,4%
Taiaiako’n Parkdale High Park,2025-05-01,34%,19%,41%,4%
Taiaiako’n Parkdale High Park,2025-07-01,33%,19%,42%,4%
Taiaiako’n Parkdale High Park,2025-09-01,35%,22%,36%,4%
Taiaiako’n Parkdale High Park,2025-11-01,36%,21%,36%,4%
Taiaiako’n Parkdale High Park,2024-05-12,36%,22%,36%,4%
Taiaiako’n Parkdale High Park,2024-05-12,36%,22%,36%,4%
Taiaiako’n Parkdale High Park,2024-05-19,36%,22%,36%,4%
Taiaiako’n Parkdale High Park,2024-05-19,35%,21%,37%,4%
Taiaiako’n Parkdale High Park,2024-05-26,35%,21%,37%,4%
